text	labels
They say heavy rains washed away a portion of the tracks and that the train derailed and fell into a swollen river .	O O O O O O O O O O O O O O O O O O O O O O O
Officials say at least 100 injured passengers were rescued from the seven cars that plunged into the flood waters , but that many more remain trapped inside .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Indian television images showed corpses lying on the soft marshy ground , many clad in brightly colored , but sodden clothes .	B-gpe O O O O O O O O O O O O O O O O O O O O O
Rescuers used ropes to help them wade through the water to reach the train carriages and then drag bodies onto higher land .	O O O O O O O O O O O O O O O O O O O O O O O
A laboratory in Hong Kong has confirmed it was the deadly H5N1 strain of bird flu that killed two Indonesian children from the same family this month .	O O O B-geo I-geo O O O O O O O O O O O O O O B-gpe O O O O O O O O
An Indonesian Health Ministry official said Saturday the deaths in West Java province raise the country 's toll from bird flu to 14 confirmed cases .	O B-gpe B-org I-org O O B-tim O O O B-geo I-geo O O O O O O O O O O O O O O
A three-year-old boy died Tuesday at a provincial hospital .	O O O O B-tim O O O O O
His 13-year-old sister died the previous week , and a third sibling is suffering symptoms of the virus .	O O O O O B-tim O O O O O O O O O O O O O
Elsewhere , Ukraine has confirmed a new outbreak of bird flu among birds in the southern Crimea Peninsula .	O O B-org O O O O O O O O O O O O O B-org I-org O
Ukrainian officials say they do not yet know if the birds had the H5N1 strain .	B-gpe O O O O O O O O O O O O O O O
The World Health Organization has confirmed more than 80 deaths from bird flu in East Asia and Turkey since 2003 .	O B-org I-org I-org O O O O O O O O O O B-geo I-geo O B-geo B-tim I-tim O
An outbreak of cholera in West Africa has killed at least 177 people and sickened more than 9,000 in Guinea-Bissau within the past month .	O O O O O B-geo I-geo O O O O O O O O O O O O B-geo O O O O O
In an attempt to control the outbreak , the government has banned the sale of water at markets .	O O O O O O O O O O O O O O O O O O O
Cholera is an intestinal infection usually spread through contaminated water or food .	O O O O O O O O O O O O O
It causes life-threatening dehydration if not treated .	O O O O O O O O
Health officials say this year 's rainy season in Guinea-Bissau has created favorable conditions for the spread of the disease .	O O O O O O O O O B-geo O O O O O O O O O O O
Flooded latrines can contaminate nearby well water .	O O O O O O O O
The World Health Organization says Burkina Faso , Guinea , Liberia , Mali , Mauritania , Niger and Senegal also have seen a rise in cholera cases .	O B-org I-org I-org O B-geo I-geo O B-geo O B-geo O B-geo O B-geo O B-geo O B-geo O O O O O O O O O
Germany 's highest court has ruled that random data profiling for terror suspects is legal only when the country faces a specific threat to security or lives .	B-org O O O O O O O O O O O O O O O O O O O O O O O O O O O
Germany 's Constitutional Court ruled Tuesday that the general threat of terror since September 11 , 2001 , does not warrant random profiling .	B-org O B-org I-org O B-tim O O O O O O O B-tim I-tim I-tim I-tim O O O O O O O
Analysts say the ruling could force many German states to revise laws on random searches .	O O O O O O O B-gpe O O O O O O O O
The measure stems from the case of a Moroccan student in the German state of North Rhine-Westphalia , who challenged scanned data on five million men who were profiled following the 2001 terror attacks on the United States .	O O O O O O O O B-gpe O O O B-gpe O O B-geo I-geo O O O O O O O O O O O O O O B-tim O O O O B-geo I-geo O
No terror suspects were found in the data search .	O O O O O O O O O O
Bavarian Interior Minister Guenther Beckstein criticized today 's ruling , saying data profiling is an effective way to combat terrorism .	O B-per I-per I-per I-per O B-tim O O O O O O O O O O O O O O
Israeli soldiers on stand by in the Gush Katif bloc of Jewish settlements leading to the site were Palestinian militants attacked an army post near Egypt-Gaza border Israeli security officials say three soldiers have been wounded in an attack by Palestinian militants .	B-gpe O O O O O O B-org I-org O O O O O O O O O B-gpe O O O O O O O O B-gpe O O O O O O O O O O O O B-gpe O O
Israeli officials say two militants fired light arms and rocket-propelled grenades at soldiers and civilians near any army post on the Gaza-Egypt border Sunday .	B-gpe O O O O O O O O O O O O O O O O O O O O O O B-tim O
Authorities say the soldiers returned fire , killing one of the attackers .	O O O O O O O O O O O O O
The militant group Islamic Jihad said the attack was a joint operation between its militants and those affiliated with the Fatah movement of Palestinian leader Mahmoud Abbas .	O O O B-per I-per O O O O O O O O O O O O O O O B-org O O B-gpe O B-per I-per O
Sierra Leone 's U.N.-backed war crimes tribunal has accused former Liberian President Charles Taylor of backing an attempt to kill Guinea 's president .	B-gpe I-gpe O O O O O O O O B-gpe B-per I-per I-per O O O O O O B-geo O O O
The court 's chief prosecutor David Crane says the exiled former leader ordered the assassination of Guinean President Lansana Conte in January to punish him for allegedly supporting rebels in Liberia .	O O O O O B-per I-per O O O O O O O O O B-gpe B-per I-per I-per O B-tim O O O O O O O O B-geo O
A spokesman for Mr. Taylor has denied the charge .	O O O B-per I-per O O O O O
He has lived in exile in Nigeria since 2003 when he stepped down under pressure from advancing rebels and the United States .	O O O O O O B-geo B-tim I-tim O O O O O O O O O O O B-geo I-geo O
Before Mr. Taylor left office , the special court indicted him on war crimes charges for backing rebels during Sierra Leone 's 10-year civil war .	O B-per I-per O O O O O O O O O O O O O O O O B-per I-per O O O O O
Meanwhile , the United States House of Representatives is expected to pass a resolution calling on Nigeria to hand Mr. Taylor to the tribunal .	O O O B-org I-org I-org O B-org O O O O O O O O B-geo O O B-per I-per O O O O
Panama says drug-running Colombian rebels have planted landmines in Panama near the two countries ' shared border .	B-org O O B-gpe O O O O O B-geo O O O O O O O O
"Panamanian Security Minister Jose Mulino said Friday that whoever planted the mines is apparently "" protecting something "" in the area ."	B-gpe B-per I-per I-per I-per O B-tim O O O O O O O O O O O O O O O
Mulino did not say how many mines were found in the Darien region where two police officers were wounded last week in a mine blast .	B-per O O O O O O O O O O B-geo O O O O O O O O O O O O O O
The region has been the scene of occasional incursions by rebels into Panamanian territory in the past .	O O O O O O O O O O O O B-gpe O O O O O
Palestinian officials say Israeli soldiers have shot and killed at least two Palestinians in separate incidents in the West Bank .	B-gpe O O B-gpe O O O O O O O O B-gpe O O O O O B-geo I-geo O
Early Sunday , Israeli troops killed a member of the Al-Aqsa Martyrs Brigades in a refugee camp in Nablus .	O B-tim O B-gpe O O O O O O B-org I-org I-org O O O O O B-geo O
An Israeli army spokesman said soldiers opened fire on two gunmen , killing one and wounding the other .	O B-gpe O O O O O O O O O O O O O O O O O
In the other incident , near Hebron , Israeli forces killed a man who was involved in a shootout between two Palestinian families .	O O O O O O B-geo O B-gpe O O O O O O O O O O O O B-gpe O O
An Israeli army spokesman says the man was armed .	O B-gpe O O O O O O O O
Separately , in the Gaza Strip , Hamas security forces say they found a bomb near the Palestinian parliament building .	O O O O B-geo I-geo O B-org O O O O O O O O O B-gpe O O O
Hamas blamed members of the rival Fatah movement for planting the device .	B-org O O O O O B-geo O O O O O O
Hamas seized control of Gaza in June after factional fighting with Fatah that killed more than 100 people .	B-org O O O B-geo O B-tim O O O O B-geo O O O O O O O
The Turkish Weightlifting Federation has been fined $ 1,00,000 and suspended from all international competitions until May 31 following a series of anti-doping violations .	O B-gpe B-org I-org O O O O O O O O O O O O B-tim I-tim O O O O O O O
"In a statement Tuesday after a meeting in Doha , Qatar , the International Weightlifting Federation 's executive committee sanctioned Turkey 's federation for "" bringing the sport of weightlifting into disrepute . """	O O O B-tim O O O O B-geo O B-geo O O B-org I-org I-org O O O O B-org O O O O O O O O O O O O O
The fine must be paid before Turkey can be readmitted to the sport 's International Federation , with the money to be used for anti-doping activities .	O O O O O O B-org O O O O O O O B-org I-org O O O O O O O O O O O
The IWF also directed the Turkish Federation to identify and sanction athletes and coaches involved in the violations , and develop an anti-doping education program to be approved and monitored by the world body 's executive board .	O B-org O O O B-gpe B-org O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Brazil 's president is pledging to invest at least $ 1.7 billion to develop Rio de Janeiro 's slums .	B-geo O O O O O O O O O O O O O B-geo I-geo I-geo O O O
In a speech on Monday , Luiz Inacio Lula da Silva said the state should meet its obligations to slum dwellers or else drug traffickers will take over the shantytowns .	O O O O B-tim O B-per I-per I-per I-per I-per O O O O O O O O O O O O O O O O O O O O
He added that Brazil can defeat organized crime only if the government improves the country 's poorest areas .	O O O B-geo O O O O O O O O O O O O O O O
Mr. da Silva spoke a few days after a police raid on drug gangs killed at least 13 people in a slum .	B-per I-per I-per O O O O O O O O O O O O O O O O O O O O
The announced investment will provide basic services such as water and sewage systems , as well as basic facilities such as schools and hospitals .	O O O O O O O O O O O O O O O O O O O O O O O O O
